name,iso3,year,percent,residence,indicator,pop,region,income_id
Democratic Republic of the Congo,COD,2000,19.65818298773244,urban,Safely managed,16544509.730342627,Sub-Saharan Africa,LIC
Democratic Republic of the Congo,COD,2010,17.99107505139711,urban,Safely managed,25833934.240956306,Sub-Saharan Africa,LIC
Democratic Republic of the Congo,COD,2020,14.50185524396522,urban,Safely managed,40874035.021686554,Sub-Saharan Africa,LIC
Denmark,DNK,2000,NA,urban,Safely managed,4545354.628246576,Europe & Central Asia,HIC
Denmark,DNK,2010,NA,urban,Safely managed,4821331.61674235,Europe & Central Asia,HIC
Denmark,DNK,2020,NA,urban,Safely managed,5103857.991982698,Europe & Central Asia,HIC
Djibouti,DJI,2000,29.12206554103782,urban,Safely managed,549176.0331763141,Middle East & North Africa,LMC
Djibouti,DJI,2010,34.22354531178699,urban,Safely managed,646940.9593650792,Middle East & North Africa,LMC
Djibouti,DJI,2020,41.61887625134126,urban,Safely managed,771254.097318044,Middle East & North Africa,LMC
Dominica,DMA,2000,NA,urban,Safely managed,45457.073070754996,Latin America & Caribbean,UMC
Dominica,DMA,2010,NA,urban,Safely managed,48262.97947894782,Latin America & Caribbean,UMC
Dominica,DMA,2020,NA,urban,Safely managed,51178.40284693288,Latin America & Caribbean,UMC
Dominican Republic,DOM,2000,NA,urban,Safely managed,5231292.4838051945,Latin America & Caribbean,UMC
Dominican Republic,DOM,2010,NA,urban,Safely managed,7150439.619526267,Latin America & Caribbean,UMC
Dominican Republic,DOM,2020,NA,urban,Safely managed,8953860.305956155,Latin America & Caribbean,UMC
Ecuador,ECU,2000,38.69015587367812,urban,Safely managed,7646589.875198901,Latin America & Caribbean,UMC
Ecuador,ECU,2010,35.24037939069112,urban,Safely managed,9410467.894704938,Latin America & Caribbean,UMC
Ecuador,ECU,2020,31.22448278109849,urban,Safely managed,11320846.29511863,Latin America & Caribbean,UMC
Egypt,EGY,2000,64.67239669408431,urban,Safely managed,29457844.41229105,Middle East & North Africa,LMC
Egypt,EGY,2010,67.50378790624215,urban,Safely managed,35603059.61011261,Middle East & North Africa,LMC
Egypt,EGY,2020,72.84613786958167,urban,Safely managed,43781729.99406695,Middle East & North Africa,LMC
El Salvador,SLV,2000,18.78251983976048,urban,Safely managed,3468697.3514852487,Latin America & Caribbean,LMC
El Salvador,SLV,2010,18.03357650411921,urban,Safely managed,4047470.8867043257,Latin America & Caribbean,LMC
El Salvador,SLV,2020,17.05736426278213,urban,Safely managed,4763725.604507327,Latin America & Caribbean,LMC
Equatorial Guinea,GNQ,2000,NA,urban,Safely managed,297585.8762696595,Sub-Saharan Africa,UMC
Equatorial Guinea,GNQ,2010,NA,urban,Safely managed,622236.1767032463,Sub-Saharan Africa,UMC
Equatorial Guinea,GNQ,2020,NA,urban,Safely managed,1025582.0028841406,Sub-Saharan Africa,UMC
Eritrea,ERI,2000,NA,urban,Safely managed,609483.9084339514,Sub-Saharan Africa,LIC
Eritrea,ERI,2010,NA,urban,Safely managed,1115201.1946835555,Sub-Saharan Africa,LIC
Eritrea,ERI,2020,NA,urban,Safely managed,1466341.1768266931,Sub-Saharan Africa,LIC
Estonia,EST,2000,NA,urban,Safely managed,970535.2391156744,Europe & Central Asia,HIC
Estonia,EST,2010,NA,urban,Safely managed,907082.2590179369,Europe & Central Asia,HIC
Estonia,EST,2020,NA,urban,Safely managed,918349.6948879961,Europe & Central Asia,HIC
Eswatini,SWZ,2000,NA,urban,Safely managed,228092.29417821168,Sub-Saharan Africa,LMC
Eswatini,SWZ,2010,NA,urban,Safely managed,239376.2592834305,Sub-Saharan Africa,LMC
Eswatini,SWZ,2020,NA,urban,Safely managed,280423.2426817949,Sub-Saharan Africa,LMC
Ethiopia,ETH,2000,12.31633946061115,urban,Safely managed,9761537.842492461,Sub-Saharan Africa,LIC
Ethiopia,ETH,2010,14.04808828840207,urban,Safely managed,15178365.048730373,Sub-Saharan Africa,LIC
Ethiopia,ETH,2020,15.9163378620986,urban,Safely managed,24941349.618299603,Sub-Saharan Africa,LIC
Faeroe Islands,FRO,2000,NA,urban,Safely managed,16983.18752450315,Europe & Central Asia,HIC
Faeroe Islands,FRO,2010,NA,urban,Safely managed,19563.855727225015,Europe & Central Asia,HIC
Faeroe Islands,FRO,2020,NA,urban,Safely managed,20717.782830052165,Europe & Central Asia,HIC
Falkland Islands (Malvinas),FLK,2000,NA,urban,Safely managed,1955.8415851449174,NA,NA
Falkland Islands (Malvinas),FLK,2010,NA,urban,Safely managed,2137.787294095688,NA,NA
Falkland Islands (Malvinas),FLK,2020,NA,urban,Safely managed,2734.433518384321,NA,NA
Fiji,FJI,2000,NA,urban,Safely managed,388539.12006499246,East Asia & Pacific,UMC
Fiji,FJI,2010,NA,urban,Safely managed,448574.57393931685,East Asia & Pacific,UMC
Fiji,FJI,2020,NA,urban,Safely managed,513187.3283189303,East Asia & Pacific,UMC
Finland,FIN,2000,NA,urban,Safely managed,4263615.0512468815,Europe & Central Asia,HIC
Finland,FIN,2010,NA,urban,Safely managed,4494917.636575252,Europe & Central Asia,HIC
Finland,FIN,2020,NA,urban,Safely managed,4738255.946343765,Europe & Central Asia,HIC
France,FRA,2000,NA,urban,Safely managed,44775343.07578087,Europe & Central Asia,HIC
France,FRA,2010,NA,urban,Safely managed,49278060.18171936,Europe & Central Asia,HIC
France,FRA,2020,NA,urban,Safely managed,52855225.118263066,Europe & Central Asia,HIC
French Guiana,GUF,2000,NA,urban,Safely managed,129079.87658731871,NA,NA
French Guiana,GUF,2010,NA,urban,Safely managed,193209.61325241948,NA,NA
French Guiana,GUF,2020,NA,urban,Safely managed,256328.89735509641,NA,NA
French Polynesia,PYF,2000,NA,urban,Safely managed,134894.47288196537,East Asia & Pacific,HIC
French Polynesia,PYF,2010,NA,urban,Safely managed,160714.03983600787,East Asia & Pacific,HIC
French Polynesia,PYF,2020,NA,urban,Safely managed,174090.25528497298,East Asia & Pacific,HIC
Gabon,GAB,2000,NA,urban,Safely managed,968917.2755524147,Sub-Saharan Africa,UMC
Gabon,GAB,2010,NA,urban,Safely managed,1389180.748247765,Sub-Saharan Africa,UMC
Gabon,GAB,2020,NA,urban,Safely managed,2005202.9582429305,Sub-Saharan Africa,UMC
Gambia,GMB,2000,27.89301206384586,urban,Safely managed,630760.5198483914,Sub-Saharan Africa,LIC
Gambia,GMB,2010,30.00318207868193,urban,Safely managed,998130.4592153057,Sub-Saharan Africa,LIC
Gambia,GMB,2020,31.82088628591088,urban,Safely managed,1512396.6291055083,Sub-Saharan Africa,LIC
Georgia,GEO,2000,40.0001420075034,urban,Safely managed,2296166.4783993363,Europe & Central Asia,UMC
Georgia,GEO,2010,33.05881211325073,urban,Safely managed,2276433.0636427365,Europe & Central Asia,UMC
Georgia,GEO,2020,27.55559809827164,urban,Safely managed,2371684.054300245,Europe & Central Asia,UMC
Germany,DEU,2000,97.54103115766169,urban,Safely managed,61022168.819401264,Europe & Central Asia,HIC
Germany,DEU,2010,98.0941576790415,urban,Safely managed,62209311.5826416,Europe & Central Asia,HIC
Germany,DEU,2020,98.72630227490414,urban,Safely managed,64893181.6174984,Europe & Central Asia,HIC
Ghana,GHA,2000,6.64759285593177,urban,Safely managed,8469006.009638608,Sub-Saharan Africa,LMC
Ghana,GHA,2010,9.44913485477981,urban,Safely managed,12566486.538635194,Sub-Saharan Africa,LMC
Ghana,GHA,2020,12.0913745993283,urban,Safely managed,17820023.103818893,Sub-Saharan Africa,LMC
Gibraltar,GIB,2000,NA,urban,Safely managed,31080.99937438965,Europe & Central Asia,HIC
Gibraltar,GIB,2010,NA,urban,Safely managed,33584.99908447266,Europe & Central Asia,HIC
Gibraltar,GIB,2020,NA,urban,Safely managed,33691.00189208984,Europe & Central Asia,HIC
Greece,GRC,2000,83.93648198395275,urban,Safely managed,8058461.215590165,Europe & Central Asia,HIC
Greece,GRC,2010,90.68368607071415,urban,Safely managed,8306398.851311058,Europe & Central Asia,HIC
Greece,GRC,2020,97.29628055710867,urban,Safely managed,8308739.236119761,Europe & Central Asia,HIC
Greenland,GRL,2000,NA,urban,Safely managed,45840.42962376407,Europe & Central Asia,HIC
Greenland,GRL,2010,NA,urban,Safely managed,47792.841463051736,Europe & Central Asia,HIC
Greenland,GRL,2020,NA,urban,Safely managed,49551.73949526303,Europe & Central Asia,HIC
Grenada,GRD,2000,NA,urban,Safely managed,36710.749532449976,Latin America & Caribbean,UMC
Grenada,GRD,2010,NA,urban,Safely managed,38098.31439170376,Latin America & Caribbean,UMC
Grenada,GRD,2020,NA,urban,Safely managed,41111.06459631991,Latin America & Caribbean,UMC
Guadeloupe,GLP,2000,NA,urban,Safely managed,415295.24252392584,NA,NA
Guadeloupe,GLP,2010,NA,urban,Safely managed,399616.4212678559,NA,NA
Guadeloupe,GLP,2020,NA,urban,Safely managed,394121.07934830716,NA,NA
Guam,GUM,2000,NA,urban,Safely managed,144650.75143821537,East Asia & Pacific,HIC
Guam,GUM,2010,NA,urban,Safely managed,150030.49868803468,East Asia & Pacific,HIC
Guam,GUM,2020,NA,urban,Safely managed,160239.21503473772,East Asia & Pacific,HIC
Guatemala,GTM,2000,NA,urban,Safely managed,5281514.9747201055,Latin America & Caribbean,UMC
Guatemala,GTM,2010,NA,urban,Safely managed,7081562.695031987,Latin America & Caribbean,UMC
Guatemala,GTM,2020,NA,urban,Safely managed,9286712.739908695,Latin America & Caribbean,UMC
Guinea,GIN,2000,NA,urban,Safely managed,2543832.7101005428,Sub-Saharan Africa,LIC
Guinea,GIN,2010,NA,urban,Safely managed,3432518.471594155,Sub-Saharan Africa,LIC
Guinea,GIN,2020,NA,urban,Safely managed,4842717.047119141,Sub-Saharan Africa,LIC
Guinea-Bissau,GNB,2000,8.18670910574672,urban,Safely managed,435388.99098306446,Sub-Saharan Africa,LIC
Guinea-Bissau,GNB,2010,14.83028074191619,urban,Safely managed,610731.2431444786,Sub-Saharan Africa,LIC
Guinea-Bissau,GNB,2020,22.21276640442866,urban,Safely managed,869776.3999804854,Sub-Saharan Africa,LIC
Guyana,GUY,2000,NA,urban,Safely managed,214263.26978690922,Latin America & Caribbean,UMC
Guyana,GUY,2010,NA,urban,Safely managed,199603.17578707592,Latin America & Caribbean,UMC
Guyana,GUY,2020,NA,urban,Safely managed,210687.69384312214,Latin America & Caribbean,UMC
Haiti,HTI,2000,NA,urban,Safely managed,3013113.619502299,Latin America & Caribbean,LMC
Haiti,HTI,2010,NA,urban,Safely managed,4726821.926549077,Latin America & Caribbean,LMC
Haiti,HTI,2020,NA,urban,Safely managed,6509477.862698734,Latin America & Caribbean,LMC
Holy See,VAT,2000,NA,urban,Safely managed,790.0000214576721,NA,NA
Holy See,VAT,2010,NA,urban,Safely managed,782.9999923706055,NA,NA
Holy See,VAT,2020,NA,urban,Safely managed,809.0000152587891,NA,NA
Honduras,HND,2000,32.56108638318246,urban,Safely managed,2988640.6612960994,Latin America & Caribbean,LMC
Honduras,HND,2010,34.02171998535704,urban,Safely managed,4315518.142525032,Latin America & Caribbean,LMC
Honduras,HND,2020,34.71915429044115,urban,Safely managed,5780230.152273886,Latin America & Caribbean,LMC
Hungary,HUN,2000,64.64983931323661,urban,Safely managed,6599893.238631934,Europe & Central Asia,HIC
Hungary,HUN,2010,77.60154584496662,urban,Safely managed,6841056.302664727,Europe & Central Asia,HIC
Hungary,HUN,2020,90.54745112865784,urban,Safely managed,6949848.845693171,Europe & Central Asia,HIC
Iceland,ISL,2000,NA,urban,Safely managed,259128.41744668552,Europe & Central Asia,HIC
Iceland,ISL,2010,NA,urban,Safely managed,299756.82488707127,Europe & Central Asia,HIC
Iceland,ISL,2020,NA,urban,Safely managed,320426.9079208374,Europe & Central Asia,HIC
India,IND,2000,21.37368387223722,urban,Safely managed,292322741.6503525,South Asia,LMC
India,IND,2010,29.18321746500541,urban,Safely managed,381763155.72922707,South Asia,LMC
India,IND,2020,37.31914553216049,urban,Safely managed,481980362.5463009,South Asia,LMC
Indonesia,IDN,2000,NA,urban,Safely managed,88840035.76530218,East Asia & Pacific,LMC
Indonesia,IDN,2010,NA,urban,Safely managed,120709135.48936844,East Asia & Pacific,LMC
Indonesia,IDN,2020,NA,urban,Safely managed,154926513.26428413,East Asia & Pacific,LMC
Iran (Islamic Republic of),IRN,2000,NA,urban,Safely managed,42026536.70718372,Middle East & North Africa,LMC
Iran (Islamic Republic of),IRN,2010,NA,urban,Safely managed,52095513.8801229,Middle East & North Africa,LMC
Iran (Islamic Republic of),IRN,2020,NA,urban,Safely managed,63728813.71544957,Middle East & North Africa,LMC
Iraq,IRQ,2000,32.91219676714657,urban,Safely managed,16094909.655679464,Middle East & North Africa,UMC
Iraq,IRQ,2010,36.70617374875979,urban,Safely managed,20552599.38915789,Middle East & North Africa,UMC
Iraq,IRQ,2020,42.25493000125144,urban,Safely managed,28514938.785912696,Middle East & North Africa,UMC
Ireland,IRL,2000,48.05635897357444,urban,Safely managed,2237889.9280526955,Europe & Central Asia,HIC
Ireland,IRL,2010,72.05645198834999,urban,Safely managed,2802825.634606555,Europe & Central Asia,HIC
Ireland,IRL,2020,88.57878966645144,urban,Safely managed,3143055.217204839,Europe & Central Asia,HIC
Isle of Man,IMN,2000,NA,urban,Safely managed,39873.654788196436,Europe & Central Asia,HIC
Isle of Man,IMN,2010,NA,urban,Safely managed,44120.03289656015,Europe & Central Asia,HIC
Isle of Man,IMN,2020,NA,urban,Safely managed,44980.22836479242,Europe & Central Asia,HIC
Israel,ISR,2000,79.95395039871948,urban,Safely managed,5422883.786534369,Middle East & North Africa,HIC
Israel,ISR,2010,87.54819622810305,urban,Safely managed,6745947.056474425,Middle East & North Africa,HIC
Israel,ISR,2020,95.14244205748665,urban,Safely managed,8013905.58580026,Middle East & North Africa,HIC
Italy,ITA,2000,96.32944021997044,urban,Safely managed,38109617.09873557,Europe & Central Asia,HIC
Italy,ITA,2010,96.36032543850403,urban,Safely managed,40535147.76015401,Europe & Central Asia,HIC
Italy,ITA,2020,96.39121065703763,urban,Safely managed,42951474.35451865,Europe & Central Asia,HIC
Jamaica,JAM,2000,NA,urban,Safely managed,1375505.1988339704,Latin America & Caribbean,UMC
Jamaica,JAM,2010,NA,urban,Safely managed,1510427.7282087598,Latin America & Caribbean,UMC
Jamaica,JAM,2020,NA,urban,Safely managed,1667459.3324192334,Latin America & Caribbean,UMC
Japan,JPN,2000,NA,urban,Safely managed,100296488.58434439,East Asia & Pacific,HIC
Japan,JPN,2010,NA,urban,Safely managed,116731875.75048806,East Asia & Pacific,HIC
Japan,JPN,2020,NA,urban,Safely managed,116082622.44424225,East Asia & Pacific,HIC
Jordan,JOR,2000,82.84743701721116,urban,Safely managed,4009377.147079259,Middle East & North Africa,UMC
Jordan,JOR,2010,83.56863758938675,urban,Safely managed,6251315.243383348,Middle East & North Africa,UMC
Jordan,JOR,2020,84.44702855702647,urban,Safely managed,9327506.129078567,Middle East & North Africa,UMC
Kazakhstan,KAZ,2000,92.71351858676775,urban,Safely managed,8371349.4397784015,Europe & Central Asia,UMC
Kazakhstan,KAZ,2010,91.68486563292487,urban,Safely managed,9235679.991745353,Europe & Central Asia,UMC
Kazakhstan,KAZ,2020,91.01473653643941,urban,Safely managed,10828714.981311413,Europe & Central Asia,UMC
Kenya,KEN,2000,NA,urban,Safely managed,6358389.670359381,Sub-Saharan Africa,LMC
Kenya,KEN,2010,NA,urban,Safely managed,9907052.070733905,Sub-Saharan Africa,LMC
Kenya,KEN,2020,NA,urban,Safely managed,15053275.07937148,Sub-Saharan Africa,LMC
Kiribati,KIR,2000,21.35849743787399,urban,Safely managed,36258.7027499557,East Asia & Pacific,LMC
Kiribati,KIR,2010,25.52646497235804,urban,Safely managed,48778.526516387945,East Asia & Pacific,LMC
Kiribati,KIR,2020,26.0784103268187,urban,Safely managed,66404.80632266786,East Asia & Pacific,LMC
Kuwait,KWT,2000,NA,urban,Safely managed,2024671.81640625,Middle East & North Africa,HIC
Kuwait,KWT,2010,NA,urban,Safely managed,2991884.033203125,Middle East & North Africa,HIC
Kuwait,KWT,2020,NA,urban,Safely managed,4270562.98828125,Middle East & North Africa,HIC
Kyrgyzstan,KGZ,2000,77.43456325758515,urban,Safely managed,1736912.9079442844,Europe & Central Asia,LMC
Kyrgyzstan,KGZ,2010,81.50809014316236,urban,Safely managed,1914396.4662346244,Europe & Central Asia,LMC
Kyrgyzstan,KGZ,2020,85.63430132799762,urban,Safely managed,2404555.7390227355,Europe & Central Asia,LMC
Lao People's Democratic Republic,LAO,2000,45.55872907171041,urban,Safely managed,1169989.7683633491,East Asia & Pacific,LMC
Lao People's Democratic Republic,LAO,2010,55.66066518432307,urban,Safely managed,1878749.8066334426,East Asia & Pacific,LMC
Lao People's Democratic Republic,LAO,2020,63.33871508425749,urban,Safely managed,2640299.394295253,East Asia & Pacific,LMC
Latvia,LVA,2000,NA,urban,Safely managed,1622819.346042052,Europe & Central Asia,HIC
Latvia,LVA,2010,NA,urban,Safely managed,1437452.3180657998,Europe & Central Asia,HIC
Latvia,LVA,2020,NA,urban,Safely managed,1288558.9603625985,Europe & Central Asia,HIC
Lebanon,LBN,2000,NA,urban,Safely managed,3304785.576171875,Middle East & North Africa,LMC
Lebanon,LBN,2010,NA,urban,Safely managed,4325708.864917979,Middle East & North Africa,LMC
Lebanon,LBN,2020,NA,urban,Safely managed,6069523.89226798,Middle East & North Africa,LMC
Lesotho,LSO,2000,16.69047102275104,urban,Safely managed,397372.73872340575,Sub-Saharan Africa,LMC
Lesotho,LSO,2010,28.40531167120073,urban,Safely managed,494862.68309061415,Sub-Saharan Africa,LMC
Lesotho,LSO,2020,39.44304719589068,urban,Safely managed,621852.8943380713,Sub-Saharan Africa,LMC
Liberia,LBR,2000,NA,urban,Safely managed,1262744.9769442435,Sub-Saharan Africa,LIC
Liberia,LBR,2010,NA,urban,Safely managed,1860574.6284147352,Sub-Saharan Africa,LIC
Liberia,LBR,2020,NA,urban,Safely managed,2634493.0889419466,Sub-Saharan Africa,LIC
Libya,LBY,2000,NA,urban,Safely managed,4092733.8322291146,Middle East & North Africa,UMC
Libya,LBY,2010,NA,urban,Safely managed,4837403.161790371,Middle East & North Africa,UMC
Libya,LBY,2020,NA,urban,Safely managed,5544510.411436707,Middle East & North Africa,UMC
Liechtenstein,LIE,2000,NA,urban,Safely managed,5020.73895170288,Europe & Central Asia,HIC
Liechtenstein,LIE,2010,NA,urban,Safely managed,5206.461115427555,Europe & Central Asia,HIC
Liechtenstein,LIE,2020,NA,urban,Safely managed,5497.830209241948,Europe & Central Asia,HIC
Lithuania,LTU,2000,87.64829074239013,urban,Safely managed,2345743.9117320813,Europe & Central Asia,HIC
Lithuania,LTU,2010,89.83292842384282,urban,Safely managed,2085371.9408649579,Europe & Central Asia,HIC
Lithuania,LTU,2020,97.5594151481615,urban,Safely managed,1852410.079691559,Europe & Central Asia,HIC
Luxembourg,LUX,2000,92.04174386994204,urban,Safely managed,367271.03338008747,Europe & Central Asia,HIC
Luxembourg,LUX,2010,93.283056474398,urban,Safely managed,449721.3563911617,Europe & Central Asia,HIC
Luxembourg,LUX,2020,97.47936484657039,urban,Safely managed,572473.8139177533,Europe & Central Asia,HIC
Madagascar,MDG,2000,7.414688580832258,urban,Safely managed,4276115.710588992,Sub-Saharan Africa,LIC
Madagascar,MDG,2010,11.00952336327411,urban,Safely managed,6755410.521282256,Sub-Saharan Africa,LIC
Madagascar,MDG,2020,14.24476876466358,urban,Safely managed,10670457.576030046,Sub-Saharan Africa,LIC
Malawi,MWI,2000,26.2892363134885,urban,Safely managed,1628832.4793995824,Sub-Saharan Africa,LIC
Malawi,MWI,2010,26.67361247446646,urban,Safely managed,2260036.833550781,Sub-Saharan Africa,LIC
Malawi,MWI,2020,27.00842627134395,urban,Safely managed,3333777.2802218427,Sub-Saharan Africa,LIC
Malaysia,MYS,2000,NA,urban,Safely managed,14375101.809042916,East Asia & Pacific,UMC
Malaysia,MYS,2010,NA,urban,Safely managed,20002874.921004474,East Asia & Pacific,UMC
Malaysia,MYS,2020,NA,urban,Safely managed,24973602.808917314,East Asia & Pacific,UMC
Maldives,MDV,2000,NA,urban,Safely managed,77409.4529298041,South Asia,UMC
Maldives,MDV,2010,NA,urban,Safely managed,133250.07923431112,South Asia,UMC
Maldives,MDV,2020,NA,urban,Safely managed,219833.01587440073,South Asia,UMC
Mali,MLI,2000,7.004561067155668,urban,Safely managed,3103974.7533151875,Sub-Saharan Africa,LIC
Mali,MLI,2010,8.31607480702385,urban,Safely managed,5417616.151652932,Sub-Saharan Africa,LIC
Mali,MLI,2020,9.620280021322001,urban,Safely managed,8891939.547048062,Sub-Saharan Africa,LIC
Malta,MLT,2000,NA,urban,Safely managed,363605.71127922746,Middle East & North Africa,HIC
Malta,MLT,2010,NA,urban,Safely managed,389699.82843023026,Middle East & North Africa,HIC
Malta,MLT,2020,NA,urban,Safely managed,418331.7261005287,Middle East & North Africa,HIC
Marshall Islands,MHL,2000,NA,urban,Safely managed,34807.095238568145,East Asia & Pacific,UMC
Marshall Islands,MHL,2010,NA,urban,Safely managed,41463.66097210267,East Asia & Pacific,UMC
Marshall Islands,MHL,2020,NA,urban,Safely managed,46049.375275070786,East Asia & Pacific,UMC
Martinique,MTQ,2000,NA,urban,Safely managed,347203.675800981,NA,NA
Martinique,MTQ,2010,NA,urban,Safely managed,351450.0717824093,NA,NA
Martinique,MTQ,2020,NA,urban,Safely managed,334511.2317671813,NA,NA
Mauritania,MRT,2000,NA,urban,Safely managed,1001875.9626584408,Sub-Saharan Africa,LMC
Mauritania,MRT,2010,NA,urban,Safely managed,1627877.9169721063,Sub-Saharan Africa,LMC
Mauritania,MRT,2020,NA,urban,Safely managed,2572517.2816693783,Sub-Saharan Africa,LMC
Mauritius,MUS,2000,NA,urban,Safely managed,505702.1915317327,Sub-Saharan Africa,UMC
Mauritius,MUS,2010,NA,urban,Safely managed,518586.8741758822,Sub-Saharan Africa,UMC
Mauritius,MUS,2020,NA,urban,Safely managed,518372.194718267,Sub-Saharan Africa,UMC
Mayotte,MYT,2000,NA,urban,Safely managed,71754.48506624674,NA,NA
Mayotte,MYT,2010,NA,urban,Safely managed,102174.83728144788,NA,NA
Mayotte,MYT,2020,NA,urban,Safely managed,124814.66876994818,NA,NA
Mexico,MEX,2000,18.04520679221809,urban,Safely managed,73899933.82214308,Latin America & Caribbean,UMC
Mexico,MEX,2010,35.48642321446347,urban,Safely managed,88781440.3389883,Latin America & Caribbean,UMC
Mexico,MEX,2020,59.65138226780843,urban,Safely managed,104088692.18564987,Latin America & Caribbean,UMC
Micronesia (Federated States of),FSM,2000,NA,urban,Safely managed,23983.536145473485,East Asia & Pacific,LMC
Micronesia (Federated States of),FSM,2010,NA,urban,Safely managed,22948.210107139883,East Asia & Pacific,LMC
Micronesia (Federated States of),FSM,2020,NA,urban,Safely managed,26377.767433208784,East Asia & Pacific,LMC
Monaco,MCO,2000,100,urban,Safely managed,32147.998809814453,Europe & Central Asia,HIC
Monaco,MCO,2010,100,urban,Safely managed,35609.00115966797,Europe & Central Asia,HIC
Monaco,MCO,2020,100,urban,Safely managed,39243.99948120117,Europe & Central Asia,HIC
Mongolia,MNG,2000,39.98438566904755,urban,Safely managed,1369716.3276996464,East Asia & Pacific,LMC
Mongolia,MNG,2010,45.00914374693318,urban,Safely managed,1837756.2881651893,East Asia & Pacific,LMC
Mongolia,MNG,2020,58.65677228980915,urban,Safely managed,2250776.8570415676,East Asia & Pacific,LMC
Montenegro,MNE,2000,NA,urban,Safely managed,NA,Europe & Central Asia,UMC
Montenegro,MNE,2010,32.89298617484126,urban,Safely managed,400412.5414655823,Europe & Central Asia,UMC
Montenegro,MNE,2020,48.58627297065526,urban,Safely managed,423866.53186932206,Europe & Central Asia,UMC
Montserrat,MSR,2000,NA,urban,Safely managed,102.78474872016886,NA,NA
Montserrat,MSR,2010,NA,urban,Safely managed,447.9903724857331,NA,NA
Montserrat,MSR,2020,NA,urban,Safely managed,455.6588451646803,NA,NA
Morocco,MAR,2000,37.01528308486827,urban,Safely managed,15357104.63091731,Middle East & North Africa,LMC
Morocco,MAR,2010,39.13899303125623,urban,Safely managed,18764984.2429094,Middle East & North Africa,LMC
Morocco,MAR,2020,41.4945165750182,urban,Safely managed,23450015.2297014,Middle East & North Africa,LMC
Mozambique,MOZ,2000,NA,urban,Safely managed,5153816.425982788,Sub-Saharan Africa,LIC
Mozambique,MOZ,2010,NA,urban,Safely managed,7490097.5691562155,Sub-Saharan Africa,LIC
Mozambique,MOZ,2020,NA,urban,Safely managed,11587639.392499475,Sub-Saharan Africa,LIC
Myanmar,MMR,2000,66.38656212629944,urban,Safely managed,12625997.644538136,East Asia & Pacific,LMC
Myanmar,MMR,2010,60.83868975310038,urban,Safely managed,14616050.284856558,East Asia & Pacific,LMC
Myanmar,MMR,2020,53.41338487844474,urban,Safely managed,16943754.03520994,East Asia & Pacific,LMC
Namibia,"NAM",2000,NA,urban,Safely managed,580960.3083771095,Sub-Saharan Africa,UMC
Namibia,"NAM",2010,NA,urban,Safely managed,881791.7759090662,Sub-Saharan Africa,UMC
Namibia,"NAM",2020,NA,urban,Safely managed,1322114.8544483632,Sub-Saharan Africa,UMC
Nauru,NRU,2000,NA,urban,Safely managed,10335.00003814697,East Asia & Pacific,HIC
Nauru,NRU,2010,NA,urban,Safely managed,10008.99982452393,East Asia & Pacific,HIC
Nauru,NRU,2020,NA,urban,Safely managed,10833.99963378906,East Asia & Pacific,HIC
Nepal,NPL,2000,16.63219398408483,urban,Safely managed,3207389.417877085,South Asia,LMC
Nepal,NPL,2010,28.290019089257,urban,Safely managed,4529574.46019657,South Asia,LMC
Nepal,NPL,2020,42.47951782928543,urban,Safely managed,5995189.798492938,South Asia,LMC
Netherlands,NLD,2000,97.44684857705178,urban,Safely managed,12230516.14895895,Europe & Central Asia,HIC
Netherlands,NLD,2010,97.4699124977175,urban,Safely managed,14536501.427291779,Europe & Central Asia,HIC
Netherlands,NLD,2020,97.49956611000202,urban,Safely managed,15804521.513973923,Europe & Central Asia,HIC
New Caledonia,NCL,2000,NA,urban,Safely managed,134527.0661996701,East Asia & Pacific,HIC
New Caledonia,NCL,2010,NA,urban,Safely managed,170123.0275950639,East Asia & Pacific,HIC
New Caledonia,NCL,2020,NA,urban,Safely managed,204177.4450121052,East Asia & Pacific,HIC
New Zealand,NZL,2000,NA,urban,Safely managed,3319543.6032730155,East Asia & Pacific,HIC
New Zealand,NZL,2010,NA,urban,Safely managed,3765243.5731116305,East Asia & Pacific,HIC
New Zealand,NZL,2020,NA,urban,Safely managed,4180827.5901028146,East Asia & Pacific,HIC
Nicaragua,NIC,2000,NA,urban,Safely managed,2797498.8254513405,Latin America & Caribbean,LMC
Nicaragua,NIC,2010,NA,urban,Safely managed,3314879.14122548,Latin America & Caribbean,LMC
Nicaragua,NIC,2020,NA,urban,Safely managed,3909281.9927791883,Latin America & Caribbean,LMC
Niger,NER,2000,23.24072046415843,urban,Safely managed,1834126.4834863693,Sub-Saharan Africa,LIC
Niger,NER,2010,33.35122683916075,urban,Safely managed,2670629.669150561,Sub-Saharan Africa,LIC
Niger,NER,2020,42.96287045435471,urban,Safely managed,4024595.287888348,Sub-Saharan Africa,LIC
Nigeria,NGA,2000,20.12495965100876,urban,Safely managed,42603694.07096535,Sub-Saharan Africa,LMC
Nigeria,NGA,2010,26.89123574205623,urban,Safely managed,68917198.03959727,Sub-Saharan Africa,LMC
Nigeria,NGA,2020,35.06015256684434,urban,Safely managed,107106010.49807787,Sub-Saharan Africa,LMC
Niue,NIU,2000,NA,urban,Safely managed,628.9723682442856,NA,NA
Niue,NIU,2010,NA,urban,Safely managed,627.3895349601753,NA,NA
Niue,NIU,2020,NA,urban,Safely managed,747.5484303900156,NA,NA
